date,result
1996-12-19,2912
1996-12-23,9345
1996-12-26,3141
1996-12-30,7223
1997-01-02,1907
1997-01-06,5480
1997-01-09,1776
1997-01-13,1939
1997-01-16,9077
1997-01-20,8562
1997-01-23,1566
1997-01-27,2318
1997-01-30,9362
1997-02-03,5057
1997-02-06,4965
1997-02-10,5186
1997-02-13,9667
1997-02-17,2801
1997-02-20,0688
1997-02-24,3319
1997-02-27,3733
1997-03-03,2794
1997-03-06,1919
1997-03-10,4815
1997-03-13,2305
1997-03-17,5581
1997-03-20,2467
1997-03-24,1098
1997-03-27,7383
1997-03-31,3979
1997-04-03,3489
1997-04-07,7937
1997-04-10,6319
1997-04-14,8098
1997-04-17,3558
1997-04-21,6494
1997-04-24,1113
1997-04-28,1787
1997-05-01,0625
1997-05-05,1705
1997-05-08,3907
1997-05-12,9722
1997-05-15,1696
1997-05-19,2728
1997-05-22,0247
1997-05-26,3179
1997-05-29,7888
1997-06-02,8003
1997-06-05,8825
1997-06-09,8948
1997-06-12,5436
1997-06-16,4096
1997-06-19,2216
1997-06-23,0566
1997-06-26,7538
1997-06-30,4536
1997-07-03,8273
1997-07-07,0078
1997-07-10,6075
1997-07-14,3469
1997-07-17,3590
1997-07-21,3311
1997-07-24,8560
1997-07-28,3690
1997-07-31,2519
1997-08-04,1517
1997-08-07,7184
1997-08-11,1507
1997-08-14,4582
1997-08-18,2381
1997-08-21,6547
1997-08-25,1374
1997-08-28,5643
1997-09-01,8964
1997-09-04,2342
1997-09-08,6750
1997-09-11,9114
1997-09-15,9412
1997-09-18,7905
1997-09-22,9381
1997-09-25,7984
1997-09-29,7976
1997-10-02,6062
1997-10-06,2956
1997-10-09,4054
1997-10-13,4228
1997-10-16,2145
1997-10-20,4490
1997-10-23,3709
1997-10-27,0913
1997-10-30,3530
1997-11-03,0238
1997-11-06,2856
1997-11-10,7030
1997-11-13,4259
1997-11-17,2701
1997-11-20,8467
1997-11-24,7546
1997-11-27,3014
1997-12-01,1167
1997-12-04,9899
1997-12-08,8617
1997-12-11,7852
1997-12-15,2742
1997-12-18,8648
1997-12-22,1401
1997-12-25,1481
1997-12-29,0239
1998-01-01,3947
1998-01-05,9242
1998-01-08,4200
1998-01-12,1941
1998-01-15,4463
1998-01-19,2218
1998-01-22,9486
1998-01-26,4917
1998-01-29,7799
1998-02-02,6531
1998-02-05,6336
1998-02-09,5390
1998-02-12,2269
1998-02-16,5043
1998-02-19,3183
1998-02-23,7861
1998-02-26,9944
1998-03-02,8579
1998-03-05,2662
1998-03-09,6266
1998-03-12,9288
1998-03-16,1475
1998-03-19,6355
1998-03-23,7756
1998-03-26,8397
1998-03-30,4855
1998-04-02,3004
1998-04-06,1375
1998-04-09,5451
1998-04-13,1403
1998-04-16,1350
1998-04-20,7311
1998-04-23,0702
1998-04-27,0593
1998-04-30,0646
1998-05-04,5854
1998-05-07,7529
1998-05-11,9377
1998-05-14,6611
1998-05-18,7521
1998-05-21,2101
1998-05-25,3622
1998-05-28,3512
1998-06-01,3732
1998-06-04,9970
1998-06-08,2285
1998-06-11,0729
1998-06-15,8160
1998-06-18,2245
1998-06-22,2843
1998-06-25,6514
1998-06-29,5514
1998-07-02,6451
1998-07-06,4970
1998-07-09,3501
1998-07-13,6111
1998-07-16,7916
1998-07-20,4677
1998-07-23,4400
1998-07-27,7552
1998-07-30,1382
1998-08-03,4020
1998-08-06,4309
1998-08-10,3958
1998-08-13,2871
1998-08-17,3451
1998-08-20,1927
1998-08-24,2753
1998-08-27,8211
1998-08-31,7498
1998-09-03,3298
1998-09-07,7440
1998-09-10,8455
1998-09-14,9832
1998-09-17,1208
1998-09-21,0702
1998-09-24,7260
1998-09-28,6943
1998-10-01,6492
1998-10-05,6317
1998-10-08,3483
1998-10-12,1554
1998-10-15,6854
1998-10-19,8333
1998-10-22,9399
1998-10-26,0148
1998-10-29,8651
1998-11-02,8741
1998-11-05,0364
1998-11-09,6843
1998-11-12,8863
1998-11-16,1598
1998-11-19,2669
1998-11-23,0823
1998-11-26,8254
1998-11-30,0592
1998-12-03,0525
1998-12-07,3519
1998-12-10,5942
1998-12-14,1039
1998-12-17,4413
1998-12-21,2825
1998-12-24,3872
1998-12-28,3426
1998-12-31,0503
1999-01-04,3597
1999-01-07,4256
1999-01-11,2414
1999-01-14,9933
1999-01-18,5537
1999-01-21,3237
1999-01-25,9189
1999-01-28,0493
1999-02-01,5120
1999-02-04,5581
1999-02-08,3981
1999-02-11,6852
1999-02-15,5215
1999-02-18,1094
1999-02-22,2787
1999-02-25,9682
1999-03-01,7986
1999-03-04,3933
1999-03-08,0203
1999-03-11,7353
1999-03-15,0972
1999-03-18,4995
1999-03-22,2473
1999-03-25,5974
1999-03-29,7209
1999-04-01,1758
1999-04-05,8846
1999-04-08,4547
1999-04-12,6364
1999-04-15,1740
1999-04-19,4728
1999-04-22,3930
1999-04-26,0982
1999-04-29,4184
1999-05-03,7335
1999-05-06,8782
1999-05-10,0824
1999-05-13,0856
1999-05-17,9200
1999-05-20,3858
1999-05-24,5360
1999-05-27,2603
1999-05-31,7081
1999-06-03,4212
1999-06-07,0524
1999-06-10,3153
1999-06-14,2226
1999-06-17,7566
1999-06-21,7603
1999-06-24,7930
1999-06-28,5440
1999-07-01,2138
1999-07-05,8030
1999-07-08,2294
1999-07-12,0816
1999-07-15,6057
1999-07-19,2448
1999-07-22,3068
1999-07-26,8167
1999-07-29,5056
1999-08-02,6817
1999-08-05,3253
1999-08-09,0394
1999-08-12,1602
1999-08-16,0337
1999-08-19,4291
1999-08-23,6032
1999-08-26,4446
1999-08-30,9039
1999-09-02,7447
1999-09-06,3428
1999-09-09,8219
1999-09-13,9042
1999-09-16,9401
1999-09-20,2575
1999-09-23,8913
1999-09-27,8329
1999-09-30,8924
1999-10-04,3350
1999-10-07,7384
1999-10-11,2117
1999-10-14,1015
1999-10-18,3394
1999-10-21,6145
1999-10-25,5420
1999-10-28,4236
1999-11-01,4146
1999-11-04,4019
1999-11-08,4899
1999-11-11,2319
1999-11-15,4735
1999-11-18,9176
1999-11-22,0514
1999-11-25,5194
1999-11-29,7450
1999-12-02,1502
1999-12-06,3783
1999-12-09,8979
1999-12-13,2459
1999-12-16,0427
1999-12-20,6829
1999-12-23,0680
1999-12-27,9775
1999-12-30,1227
2000-01-03,6900
2000-01-06,6210
2000-01-10,9011
2000-01-13,7957
2000-01-17,7739
2000-01-20,1039
2000-01-24,8923
2000-01-27,5693
2000-01-31,8214
2000-02-03,3005
2000-02-07,9807
2000-02-10,7192
2000-02-14,7693
2000-02-17,1426
2000-02-21,2334
2000-02-24,1372
2000-02-28,8642
2000-03-02,7737
2000-03-06,0207
2000-03-09,6290
2000-03-13,3853
2000-03-16,1415
2000-03-20,1780
2000-03-23,1259
2000-03-27,3147
2000-03-30,5311
2000-04-03,7501
2000-04-06,7551
2000-04-10,7805
2000-04-13,4164
2000-04-17,7107
2000-04-20,0363
2000-04-24,0679
2000-04-27,1145
2000-05-01,3191
2000-05-04,4637
2000-05-08,1461
2000-05-11,7237
2000-05-15,0581
2000-05-18,1209
2000-05-22,3360
2000-05-25,6615
2000-05-29,1341
2000-06-01,1419
2000-06-05,3137
2000-06-08,2111
2000-06-12,5678
2000-06-15,3463
2000-06-19,1685
2000-06-22,5149
2000-06-26,3357
2000-06-29,5415
2000-07-03,4579
2000-07-06,3709
2000-07-10,3986
2000-07-13,1625
2000-07-17,8292
2000-07-20,9785
2000-07-24,6201
2000-07-27,1272
2000-07-31,3414
2000-08-03,5116
2000-08-07,6614
2000-08-10,4279
2000-08-14,8803
2000-08-17,0805
2000-08-21,5945
2000-08-24,7256
2000-08-28,3724
2000-08-31,4577
2000-09-04,9925
2000-09-07,8552
2000-09-11,7129
2000-09-14,5618
2000-09-18,1167
2000-09-21,6656
2000-09-25,2360
2000-09-28,2177
2000-10-02,6362
2000-10-05,0011
2000-10-09,2124
2000-10-12,8230
2000-10-16,4571
2000-10-19,8588
2000-10-23,8625
2000-10-26,6780
2000-10-30,9847
2000-11-02,5902
2000-11-06,6121
2000-11-09,2188
2000-11-13,1505
2000-11-16,2990
2000-11-20,3949
2000-11-23,8343
2000-11-27,3263
2000-11-30,1031
2000-12-04,4764
2000-12-07,9650
2000-12-11,6851
2000-12-14,8814
2000-12-18,3363
2000-12-21,6167
2000-12-25,2519
2000-12-28,3187
2001-01-01,5519
2001-01-04,1747
2001-01-08,8320
2001-01-11,2265
2001-01-15,7697
2001-01-18,7366
2001-01-22,0784
2001-01-25,1447
2001-01-29,5217
2001-02-01,4919
2001-02-05,5157
2001-02-08,0531
2001-02-12,5364
2001-02-15,0583
2001-02-19,3246
2001-02-22,2620
2001-02-26,5713
2001-03-01,2009
2001-03-05,9346
2001-03-08,1099
2001-03-12,4161
2001-03-15,2059
2001-03-19,1983
2001-03-22,8300
2001-03-26,7855
2001-03-29,7907
2001-04-02,0843
2001-04-05,2534
2001-04-09,9141
2001-04-12,7768
2001-04-16,4516
2001-04-19,6924
2001-04-23,4029
2001-04-26,9310
2001-04-30,8506
2001-05-03,0801
2001-05-07,8501
2001-05-10,1677
2001-05-14,3092
2001-05-17,1915
2001-05-21,4166
2001-05-24,0166
2001-05-28,4640
2001-05-31,9948
2001-06-04,8567
2001-06-07,0032
2001-06-11,6371
2001-06-14,3340
2001-06-18,3152
2001-06-21,5112
2001-06-25,7696
2001-06-28,8173
2001-07-02,3206
2001-07-05,8211
2001-07-09,1049
2001-07-12,2066
2001-07-16,9585
2001-07-19,1873
2001-07-23,3069
2001-07-26,6413
2001-07-30,5250
2001-08-02,9238
2001-08-06,9809
2001-08-09,1333
2001-08-13,1801
2001-08-16,8745
2001-08-20,4180
2001-08-23,7324
2001-08-27,9222
2001-08-30,9694
2001-09-03,8816
2001-09-06,5635
2001-09-10,5735
2001-09-13,5159
2001-09-17,8025
2001-09-20,6742
2001-09-24,9902
2001-09-27,3883
2001-10-01,7729
2001-10-04,0266
2001-10-08,0095
2001-10-11,2554
2001-10-15,1886
2001-10-18,1626
2001-10-22,9846
2001-10-25,6810
2001-10-29,1954
2001-11-01,1859
2001-11-05,8420
2001-11-08,7253
2001-11-12,3584
2001-11-15,9335
2001-11-19,9614
2001-11-22,7505
2001-11-26,6881
2001-11-29,2533
2001-12-03,1822
2001-12-06,4271
2001-12-10,3846
2001-12-13,3791
2001-12-17,0746
2001-12-20,9111
2001-12-24,3159
2001-12-27,7498
2001-12-31,1324
2002-01-03,3604
2002-01-07,1296
2002-01-10,7245
2002-01-14,5264
2002-01-17,1408
2002-01-21,2824
2002-01-24,6682
2002-01-28,1759
2002-01-31,4362
2002-02-04,4689
2002-02-07,9653
2002-02-11,9641
2002-02-14,5398
2002-02-18,8864
2002-02-21,5256
2002-02-25,3612
2002-02-28,6496
2002-03-04,6233
2002-03-07,8359
2002-03-11,1928
2002-03-14,6068
2002-03-18,2652
2002-03-21,3694
2002-03-25,2992
2002-03-28,4992
2002-04-01,5912
2002-04-04,3357
2002-04-08,1235
2002-04-11,8519
2002-04-15,1911
2002-04-18,5172
2002-04-22,7532
2002-04-25,1046
2002-04-29,4770
2002-05-02,7284
2002-05-06,0977
2002-05-09,3261
2002-05-13,4082
2002-05-16,2086
2002-05-20,0665
2002-05-23,4095
2002-05-27,4549
2002-05-30,1948
2002-06-03,2480
2002-06-06,5408
2002-06-10,0267
2002-06-13,5538
2002-06-17,7925
2002-06-20,2971
2002-06-24,3324
2002-06-27,1085
2002-07-01,4120
2002-07-04,1626
2002-07-08,4059
2002-07-11,3813
2002-07-15,2707
2002-07-18,4034
2002-07-22,2657
2002-07-25,7165
2002-07-29,2511
2002-08-01,9607
2002-08-05,3187
2002-08-08,9246
2002-08-12,6751
2002-08-15,2768
2002-08-19,8645
2002-08-22,0086
2002-08-26,8059
2002-08-29,8678
2002-09-02,5974
2002-09-05,8446
2002-09-09,3334
2002-09-12,9177
2002-09-16,0264
2002-09-19,2625
2002-09-23,0447
2002-09-26,3948
2002-09-30,8419
2002-10-03,1377
2002-10-07,0879
2002-10-10,2330
2002-10-14,1571
2002-10-17,3299
2002-10-21,5030
2002-10-24,6233
2002-10-28,2352
2002-10-31,7685
2002-11-04,6205
2002-11-07,3003
2002-11-11,5894
2002-11-14,1117
2002-11-18,9036
2002-11-21,5454
2002-11-25,0090
2002-11-28,6899
2002-12-02,8831
2002-12-05,0330
2002-12-09,5440
2002-12-12,1377
2002-12-16,5722
2002-12-19,9606
2002-12-23,2563
2002-12-26,6938
2002-12-30,9313
2003-01-02,8879
2003-01-06,9701
2003-01-09,0443
2003-01-13,2637
2003-01-16,5560
2003-01-20,2344
2003-01-23,5668
2003-01-27,1063
2003-01-30,2727
2003-02-03,5091
2003-02-06,4731
2003-02-10,3951
2003-02-13,4140
2003-02-17,3576
2003-02-20,6132
2003-02-24,7966
2003-02-27,2643
2003-03-03,5777
2003-03-06,1734
2003-03-10,7102
2003-03-13,7992
2003-03-17,5202
2003-03-20,0885
2003-03-24,5550
2003-03-27,1896
2003-03-31,7312
2003-04-03,2564
2003-04-07,8180
2003-04-10,7514
2003-04-14,5076
2003-04-17,4645
2003-04-21,4041
2003-04-24,0088
2003-04-28,7789
2003-05-01,7692
2003-05-05,4396
2003-05-08,9985
2003-05-12,8249
2003-05-15,1853
2003-05-19,5978
2003-05-22,0656
2003-05-26,5601
2003-05-29,8084
2003-06-02,8913
2003-06-05,6970
2003-06-09,2694
2003-06-12,1398
2003-06-16,0596
2003-06-19,8571
2003-06-23,8415
2003-06-26,6754
2003-06-30,8206
2003-07-03,2575
2003-07-07,2938
2003-07-10,1373
2003-07-14,2731
2003-07-17,2600
2003-07-21,4732
2003-07-24,1110
2003-07-28,8954
2003-07-31,2355
2003-08-04,5365
2003-08-07,3807
2003-08-11,4285
2003-08-14,1669
2003-08-18,3857
2003-08-21,1209
2003-08-25,9930
2003-08-28,6153
2003-09-01,9626
2003-09-04,1520
2003-09-08,5372
2003-09-11,9293
2003-09-15,1769
2003-09-18,2376
2003-09-22,4009
2003-09-25,2588
2003-09-29,7348
2003-10-02,9886
2003-10-06,1954
2003-10-09,0985
2003-10-13,1421
2003-10-16,7062
2003-10-20,2138
2003-10-23,4886
2003-10-27,6614
2003-10-30,4841
2003-11-03,4468
2003-11-06,0258
2003-11-10,9330
2003-11-13,9450
2003-11-17,4719
2003-11-20,6750
2003-11-24,3937
2003-11-27,7464
2003-12-01,4979
2003-12-04,0389
2003-12-08,3155
2003-12-11,0985
2003-12-15,6646
2003-12-18,3142
2003-12-22,7703
2003-12-25,9932
2003-12-29,4780
2004-01-01,5086
2004-01-05,1739
2004-01-08,1180
2004-01-12,1626
2004-01-15,2176
2004-01-19,0909
2004-01-22,1549
2004-01-26,3373
2004-01-29,4113
2004-02-02,9964
2004-02-05,9667
2004-02-09,1278
2004-02-12,5022
2004-02-16,3238
2004-02-19,9016
2004-02-23,6690
2004-02-26,0573
2004-03-01,2820
2004-03-04,1634
2004-03-08,8266
2004-03-11,4165
2004-03-15,2842
2004-03-18,2978
2004-03-22,6706
2004-03-25,8402
2004-03-29,4626
2004-04-01,8265
2004-04-05,7642
2004-04-08,2968
2004-04-12,5739
2004-04-15,0326
2004-04-19,4951
2004-04-22,1526
2004-04-26,9403
2004-04-29,2964
2004-05-03,1103
2004-05-06,9608
2004-05-10,8047
2004-05-13,6410
2004-05-17,9346
2004-05-20,7943
2004-05-24,1397
2004-05-27,7371
2004-05-31,1234
2004-06-03,9597
2004-06-07,1844
2004-06-10,7751
2004-06-14,0151
2004-06-17,1962
2004-06-21,1255
2004-06-24,5431
2004-06-28,9838
2004-07-01,3141
2004-07-05,2534
2004-07-08,8753
2004-07-12,3077
2004-07-15,3076
2004-07-19,0358
2004-07-22,9891
2004-07-26,3386
2004-07-29,3756
2004-08-02,8330
2004-08-05,8073
2004-08-09,5274
2004-08-12,9243
2004-08-16,7181
2004-08-19,3907
2004-08-23,8485
2004-08-26,5629
2004-08-30,8082
2004-09-02,1328
2004-09-06,5162
2004-09-09,7187
2004-09-13,6491
2004-09-16,3494
2004-09-20,8393
2004-09-23,0666
2004-09-27,1431
2004-09-30,5223
2004-10-04,5555
2004-10-07,0465
2004-10-11,0719
2004-10-14,6668
2004-10-18,7679
2004-10-21,0229
2004-10-25,9064
2004-10-28,4254
2004-11-01,7176
2004-11-04,3202
2004-11-08,2197
2004-11-11,4778
2004-11-15,3712
2004-11-18,4449
2004-11-22,9350
2004-11-25,9132
2004-11-29,8848
2004-12-02,2494
2004-12-06,7497
2004-12-09,0192
2004-12-13,8923
2004-12-16,3881
2004-12-20,3220
2004-12-23,6537
2004-12-27,6543
2004-12-30,4761
2005-01-03,1144
2005-01-06,4579
2005-01-10,4579
2005-01-13,1254
2005-01-17,4585
2005-01-20,8083
2005-01-24,3872
2005-01-27,5322
2005-01-31,7077
2005-02-03,3513
2005-02-07,9637
2005-02-10,5380
2005-02-14,8761
2005-02-17,4169
2005-02-21,7753
2005-02-24,4898
2005-02-28,2239
2005-03-03,6650
2005-03-07,6412
2005-03-10,5406
2005-03-14,4905
2005-03-17,8170
2005-03-21,0815
2005-03-24,7659
2005-03-28,3102
2005-03-31,8970
2005-04-04,7029
2005-04-07,0373
2005-04-11,5687
2005-04-14,4529
2005-04-18,8100
2005-04-21,2456
2005-04-25,2382
2005-04-28,3854
2005-05-02,5180
2005-05-05,1103
2005-05-09,7568
2005-05-12,7837
2005-05-16,4852
2005-05-19,9375
2005-05-23,9342
2005-05-26,6841
2005-05-30,7511
2005-06-02,0987
2005-06-06,0007
2005-06-09,7912
2005-06-13,1295
2005-06-16,2097
2005-06-20,1531
2005-06-23,5685
2005-06-27,8974
2005-06-30,3119
2005-07-04,3977
2005-07-07,0044
2005-07-11,7200
2005-07-14,8518
2005-07-18,8947
2005-07-21,1243
2005-07-25,7279
2005-07-28,6909
2005-08-01,4579
2005-08-04,4883
2005-08-08,1362
2005-08-11,3248
2005-08-15,3157
2005-08-18,9244
2005-08-22,5792
2005-08-25,9342
2005-08-29,9849
2005-09-01,9561
2005-09-05,0338
2005-09-08,8447
2005-09-12,0678
2005-09-15,7328
2005-09-19,4526
2005-09-22,3532
2005-09-26,1061
2005-09-29,8784
2005-10-03,4255
2005-10-06,8774
2005-10-10,1759
2005-10-13,5126
2005-10-17,4874
2005-10-20,4886
2005-10-24,6324
2005-10-27,2582
2005-10-31,1272
2005-11-03,0354
2005-11-07,1373
2005-11-10,4557
2005-11-14,3152
2005-11-17,5275
2005-11-21,0891
2005-11-24,3059
2005-11-28,7951
2005-12-01,6398
2005-12-05,5023
2005-12-08,9743
2005-12-12,3608
2005-12-15,9454
2005-12-19,9637
2005-12-22,3373
2005-12-26,0105
2005-12-29,6778
2006-01-02,9445
2006-01-05,9589
2006-01-09,3257
2006-01-12,5393
2006-01-16,7798
2006-01-19,1181
2006-01-23,2311
2006-01-26,8916
2006-01-30,3181
2006-02-02,4775
2006-02-06,8843
2006-02-09,0001
2006-02-13,4510
2006-02-16,9516
2006-02-20,3594
2006-02-23,0613
2006-02-27,4477
2006-03-02,3745
2006-03-06,2264
2006-03-09,0757
2006-03-13,5277
2006-03-16,2951
2006-03-20,5219
2006-03-23,6189
2006-03-27,7743
2006-03-30,1163
2006-04-03,0740
2006-04-06,4315
2006-04-10,2998
2006-04-13,8539
2006-04-17,0311
2006-04-20,6050
2006-04-24,2125
2006-04-27,1608
2006-05-01,5970
2006-05-04,1140
2006-05-08,6940
2006-05-11,5319
2006-05-15,3081
2006-05-18,5537
2006-05-22,2757
2006-05-25,1733
2006-05-29,5899
2006-06-01,6222
2006-06-05,5053
2006-06-08,6905
2006-06-12,5730
2006-06-15,5142
2006-06-19,1153
2006-06-22,3798
2006-06-26,9918
2006-06-29,8516
2006-07-03,5672
2006-07-06,3617
2006-07-10,2168
2006-07-13,8532
2006-07-17,4516
2006-07-20,0382
2006-07-24,7353
2006-07-27,3524
2006-07-31,6764
2006-08-03,8693
2006-08-07,5907
2006-08-10,7040
2006-08-14,8924
2006-08-17,7793
2006-08-21,2308
2006-08-24,9993
2006-08-28,0525
2006-08-31,7136
2006-09-04,9623
2006-09-07,6325
2006-09-11,2412
2006-09-14,8167
2006-09-18,3722
2006-09-21,9082
2006-09-25,2131
2006-09-28,7087
2006-10-02,4639
2006-10-05,1879
2006-10-09,9118
2006-10-12,0183
2006-10-16,8210
2006-10-19,7281
2006-10-23,8424
2006-10-26,1669
2006-10-30,4855
2006-11-02,3698
2006-11-06,8974
2006-11-09,6480
2006-11-13,5717
2006-11-16,6641
2006-11-20,7892
2006-11-23,3199
2006-11-27,5738
2006-11-30,1622
2006-12-04,8238
2006-12-07,5509
2006-12-11,8443
2006-12-14,9790
2006-12-18,1138
2006-12-21,6581
2006-12-25,6560
2006-12-28,0278
2007-01-01,1979
2007-01-04,6379
2007-01-08,7399
2007-01-11,9867
2007-01-15,0624
2007-01-18,7770
2007-01-22,5929
2007-01-25,7939
2007-01-29,9471
2007-02-01,5108
2007-02-05,8402
2007-02-08,7844
2007-02-12,9923
2007-02-15,0237
2007-02-19,0861
2007-02-22,8554
2007-02-26,1970
2007-03-01,2505
2007-03-05,1404
2007-03-08,5535
2007-03-12,5426
2007-03-15,9409
2007-03-19,8791
2007-03-22,0759
2007-03-26,7390
2007-03-29,9379
2007-04-02,5002
2007-04-05,9462
2007-04-09,1338
2007-04-12,0300
2007-04-16,1230
2007-04-19,4259
2007-04-23,8999
2007-04-26,3164
2007-04-30,3475
2007-05-03,9888
2007-05-07,3795
2007-05-10,9198
2007-05-14,0423
2007-05-17,2386
2007-05-21,6981
2007-05-24,5541
2007-05-28,0783
2007-05-31,0832
2007-06-04,5444
2007-06-07,7320
2007-06-11,7774
2007-06-14,7739
2007-06-18,5837
2007-06-21,5621
2007-06-25,0239
2007-06-28,1035
2007-07-02,7459
2007-07-05,6352
2007-07-09,9138
2007-07-12,5761
2007-07-16,3131
2007-07-19,6064
2007-07-23,6522
2007-07-26,5304
2007-07-30,4408
2007-08-02,7166
2007-08-06,9517
2007-08-09,0057
2007-08-13,4728
2007-08-16,9793
2007-08-20,8086
2007-08-23,5408
2007-08-27,8154
2007-08-30,7089
2007-09-03,6080
2007-09-06,7332
2007-09-10,9858
2007-09-13,7992
2007-09-17,3804
2007-09-20,3320
2007-09-24,0169
2007-09-27,6347
2007-10-01,6465
2007-10-04,1358
2007-10-08,7790
2007-10-11,7220
2007-10-15,0015
2007-10-18,0033
2007-10-22,9982
2007-10-25,2170
2007-10-29,3732
2007-11-01,5392
2007-11-05,2861
2007-11-08,7237
2007-11-12,7576
2007-11-15,7737
2007-11-19,4281
2007-11-22,9909
2007-11-26,7716
2007-11-29,5921
2007-12-03,0850
2007-12-06,2570
2007-12-10,0267
2007-12-13,5336
2007-12-17,6701
2007-12-20,1404
2007-12-24,6567
2007-12-27,5655
2007-12-31,1903
2008-01-03,6731
2008-01-07,2892
2008-01-10,6010
2008-01-14,5442
2008-01-17,1852
2008-01-21,1074
2008-01-24,7226
2008-01-28,2074
2008-01-31,6431
2008-02-04,7045
2008-02-07,7227
2008-02-11,3823
2008-02-14,9247
2008-02-18,3100
2008-02-21,5643
2008-02-25,1637
2008-02-28,9683
2008-03-03,4011
2008-03-06,5713
2008-03-10,4167
2008-03-13,5536
2008-03-17,9215
2008-03-20,2230
2008-03-24,3237
2008-03-27,0261
2008-03-31,4608
2008-04-03,9298
2008-04-07,6400
2008-04-10,3005
2008-04-14,2609
2008-04-17,2380
2008-04-21,2435
2008-04-24,3032
2008-04-28,9894
2008-05-01,2400
2008-05-05,6339
2008-05-08,1080
2008-05-12,7974
2008-05-15,8376
2008-05-19,1724
2008-05-22,5090
2008-05-26,5716
2008-05-29,6902
2008-06-02,2738
2008-06-05,5485
2008-06-09,5953
2008-06-12,2679
2008-06-16,0236
2008-06-19,2450
2008-06-23,9741
2008-06-26,4480
2008-06-30,1940
2008-07-03,2818
2008-07-07,0135
2008-07-10,1689
2008-07-14,7815
2008-07-17,5291
2008-07-21,6766
2008-07-24,8652
2008-07-28,0314
2008-07-31,2129
2008-08-04,3051
2008-08-07,4530
2008-08-11,5513
2008-08-14,4452
2008-08-18,2054
2008-08-21,0098
2008-08-25,9122
2008-08-28,0045
2008-09-01,9323
2008-09-04,1568
2008-09-08,6562
2008-09-11,3533
2008-09-15,7993
2008-09-18,5123
2008-09-22,1553
2008-09-25,9347
2008-09-29,0212
2008-10-02,9009
2008-10-06,1134
2008-10-09,3886
2008-10-13,1205
2008-10-16,3375
2008-10-20,9551
2008-10-23,2396
2008-10-27,9397
2008-10-30,0915
2008-11-03,1652
2008-11-06,5482
2008-11-10,8093
2008-11-13,3738
2008-11-17,9256
2008-11-20,3617
2008-11-24,4309
2008-11-27,2727
2008-12-01,0176
2008-12-04,0275
2008-12-08,6370
2008-12-11,5557
2008-12-15,4065
2008-12-18,2591
2008-12-22,5713
2008-12-25,8734
2008-12-29,9040
2009-01-01,7391
2009-01-05,2661
2009-01-08,2590
2009-01-12,0516
2009-01-15,8270
2009-01-19,7156
2009-01-22,1600
2009-01-26,2425
2009-01-29,7982
2009-02-02,8991
2009-02-05,2404
2009-02-09,9120
2009-02-12,4670
2009-02-16,5261
2009-02-19,0745
2009-02-23,0049
2009-02-26,0873
2009-03-02,7865
2009-03-05,0752
2009-03-09,9166
2009-03-12,8898
2009-03-16,6999
2009-03-19,6676
2009-03-23,9101
2009-03-26,7689
2009-03-30,4205
2009-04-02,6272
2009-04-06,0225
2009-04-09,1324
2009-04-13,3423
2009-04-16,2891
2009-04-20,7048
2009-04-23,1728
2009-04-27,5757
2009-04-30,3118
2009-05-04,1530
2009-05-07,8215
2009-05-11,8518
2009-05-14,7018
2009-05-18,2120
2009-05-21,8585
2009-05-25,6962
2009-05-28,8160
2009-06-01,2791
2009-06-04,6968
2009-06-08,2426
2009-06-11,1006
2009-06-15,7261
2009-06-18,6608
2009-06-22,9348
2009-06-25,6374
2009-06-29,9475
2009-07-02,6651
2009-07-06,3066
2009-07-09,7924
2009-07-13,4695
2009-07-16,7897
2009-07-20,1855
2009-07-23,2686
2009-07-27,9696
2009-07-30,5667
2009-08-03,8832
2009-08-06,7915
2009-08-10,3655
2009-08-13,4332
2009-08-17,0223
2009-08-20,4714
2009-08-24,0198
2009-08-27,1903
2009-08-31,5341
2009-09-03,1299
2009-09-07,9121
2009-09-10,3917
2009-09-14,2538
2009-09-17,1466
2009-09-21,6769
2009-09-24,5261
2009-09-28,5300
2009-10-01,2147
2009-10-05,7817
2009-10-08,2895
2009-10-12,4073
2009-10-15,6457
2009-10-19,1598
2009-10-22,3249
2009-10-26,5922
2009-10-29,1375
2009-11-02,8301
2009-11-05,8836
2009-11-09,3009
2009-11-12,4098
2009-11-16,3752
2009-11-19,9559
2009-11-23,2199
2009-11-26,2341
2009-11-30,3101
2009-12-03,4524
2009-12-07,2175
2009-12-10,6450
2009-12-14,7884
2009-12-17,0976
2009-12-21,1284
2009-12-24,5458
2009-12-28,4419
2009-12-31,0248
2010-01-04,6062
2010-01-07,6398
2010-01-11,6582
2010-01-14,6346
2010-01-18,9345
2010-01-21,0856
2010-01-25,7361
2010-01-28,0631
2010-02-01,2256
2010-02-04,4396
2010-02-08,0658
2010-02-11,3773
2010-02-15,2120
2010-02-18,6079
2010-02-22,4439
2010-02-25,9418
2010-03-01,5371
2010-03-04,2538
2010-03-08,6464
2010-03-11,6740
2010-03-15,5129
2010-03-18,6294
2010-03-22,8186
2010-03-25,1293
2010-03-29,0205
2010-04-01,9888
2010-04-05,1974
2010-04-08,4874
2010-04-12,4676
2010-04-15,6356
2010-04-19,4731
2010-04-22,9828
2010-04-26,7281
2010-04-29,0950
2010-05-03,4514
2010-05-06,0963
2010-05-10,7018
2010-05-13,4100
