date,result
2010-05-17,8108
2010-05-20,7702
2010-05-24,3925
2010-05-27,6804
2010-05-31,5120
2010-06-03,4250
2010-06-07,9558
2010-06-10,4800
2010-06-14,0190
2010-06-17,1068
2010-06-21,1909
2010-06-24,1305
2010-06-28,9928
2010-07-01,3231
2010-07-05,3579
2010-07-08,8545
2010-07-12,2557
2010-07-15,6927
2010-07-19,4872
2010-07-22,8112
2010-07-26,4099
2010-07-29,2611
2010-08-02,4006
2010-08-05,5924
2010-08-09,8830
2010-08-12,1081
2010-08-16,9571
2010-08-19,9206
2010-08-23,1993
2010-08-26,2971
2010-08-30,6788
2010-09-02,6758
2010-09-06,5974
2010-09-09,8904
2010-09-13,9257
2010-09-16,5674
2010-09-20,8797
2010-09-23,0169
2010-09-27,2929
2010-09-30,5308
2010-10-04,6043
2010-10-07,7558
2010-10-11,2008
2010-10-14,8603
2010-10-18,4219
2010-10-21,7148
2010-10-25,1442
2010-10-28,8619
2010-11-01,2111
2010-11-04,7979
2010-11-08,9967
2010-11-11,7415
2010-11-15,7303
2010-11-18,8675
2010-11-22,9986
2010-11-25,1200
2010-11-29,2421
2010-12-02,9677
2010-12-06,2112
2010-12-09,9327
2010-12-13,6359
2010-12-16,0215
2010-12-20,4127
2010-12-23,7163
2010-12-27,2427
2010-12-30,1902
2011-01-03,6926
2011-01-06,2093
2011-01-10,1500
2011-01-13,8652
2011-01-17,9214
2011-01-20,4353
2011-01-24,0473
2011-01-27,0816
2011-01-31,0228
2011-02-03,7955
2011-02-07,9259
2011-02-10,1366
2011-02-14,7521
2011-02-17,1245
2011-02-21,8594
2011-02-24,4130
2011-02-28,5748
2011-03-03,2641
2011-03-07,6990
2011-03-10,5602
2011-03-14,7877
2011-03-17,0772
2011-03-21,5030
2011-03-24,9377
2011-03-28,1794
2011-03-31,3869
2011-04-04,6792
2011-04-07,1227
2011-04-11,0206
2011-04-14,6181
2011-04-18,5658
2011-04-21,6537
2011-04-25,4025
2011-04-28,2182
2011-05-02,5850
2011-05-05,7271
2011-05-09,9802
2011-05-12,0411
2011-05-16,8272
2011-05-19,7187
2011-05-23,7044
2011-05-26,5745
2011-05-30,0983
2011-06-02,6418
2011-06-06,5272
2011-06-09,2025
2011-06-13,1508
2011-06-16,8458
2011-06-20,0634
2011-06-23,7276
2011-06-27,3394
2011-06-30,1803
2011-07-04,9844
2011-07-07,9539
2011-07-11,8826
2011-07-14,4825
2011-07-18,9059
2011-07-21,0927
2011-07-25,1600
2011-07-28,2973
2011-08-01,9994
2011-08-04,6994
2011-08-08,3006
2011-08-11,2907
2011-08-15,9496
2011-08-18,8195
2011-08-22,7609
2011-08-25,3558
2011-08-29,8899
2011-09-01,5680
2011-09-05,7346
2011-09-08,9424
2011-09-12,5329
2011-09-15,9394
2011-09-19,9278
2011-09-22,2960
2011-09-26,6267
2011-09-29,1278
2011-10-03,9323
2011-10-06,4651
2011-10-10,9409
2011-10-13,1713
2011-10-17,9347
2011-10-20,1241
2011-10-24,2314
2011-10-27,1183
2011-10-31,9729
2011-11-03,3942
2011-11-07,4284
2011-11-10,2735
2011-11-14,3222
2011-11-17,4074
2011-11-21,4703
2011-11-24,7330
2011-11-28,8734
2011-12-01,7643
2011-12-05,3167
2011-12-08,6226
2011-12-12,5435
2011-12-15,2181
2011-12-19,6053
2011-12-22,3729
2011-12-26,3137
2011-12-29,4267
2012-01-02,6007
2012-01-05,4450
2012-01-09,7683
2012-01-12,8410
2012-01-16,0001
2012-01-19,5759
2012-01-23,9509
2012-01-26,5196
2012-01-30,5970
2012-02-02,7072
2012-02-06,7257
2012-02-09,0497
2012-02-13,2284
2012-02-16,1867
2012-02-20,9557
2012-02-23,3696
2012-02-27,4189
2012-03-01,5171
2012-03-05,5980
2012-03-08,2263
2012-03-12,6817
2012-03-15,3174
2012-03-19,5214
2012-03-22,5838
2012-03-26,7071
2012-03-29,9770
2012-04-02,5160
2012-04-05,1011
2012-04-09,7423
2012-04-12,8552
2012-04-16,9797
2012-04-19,1061
2012-04-23,7180
2012-04-26,1361
2012-04-30,1661
2012-05-03,3509
2012-05-07,8967
2012-05-10,7351
2012-05-14,0532
2012-05-17,8711
2012-05-21,7664
2012-05-24,7274
2012-05-28,8259
2012-05-31,3502
2012-06-04,3846
2012-06-07,1582
2012-06-11,3711
2012-06-14,3777
2012-06-18,7394
2012-06-21,8766
2012-06-25,6193
2012-06-28,4065
2012-07-02,0033
2012-07-05,9383
2012-07-09,6293
2012-07-12,9998
2012-07-16,2760
2012-07-19,1095
2012-07-23,1261
2012-07-26,4320
2012-07-30,7953
2012-08-02,1185
2012-08-06,2597
2012-08-09,6542
2012-08-13,1154
2012-08-16,4756
2012-08-20,6523
2012-08-23,2119
2012-08-27,1579
2012-08-30,7394
2012-09-03,0512
2012-09-06,5589
2012-09-10,4307
2012-09-13,8860
2012-09-17,0628
2012-09-20,1865
2012-09-24,6515
2012-09-27,8190
2012-10-01,8833
2012-10-04,1743
2012-10-08,4033
2012-10-11,3195
2012-10-15,2292
2012-10-18,7304
2012-10-22,4456
2012-10-25,3024
2012-10-29,7258
2012-11-01,7084
2012-11-05,9690
2012-11-08,3421
2012-11-12,5885
2012-11-15,3599
2012-11-19,7905
2012-11-22,6595
2012-11-26,5349
2012-11-29,3474
2012-12-03,8804
2012-12-06,7609
2012-12-10,4244
2012-12-13,6566
2012-12-17,2453
2012-12-20,4388
2012-12-24,6877
2012-12-27,8879
2012-12-31,9892
2013-01-03,8324
2013-01-07,0052
2013-01-10,1009
2013-01-14,0795
2013-01-17,8839
2013-01-21,5229
2013-01-24,7718
2013-01-28,4189
2013-01-31,9693
2013-02-04,3581
2013-02-07,5709
2013-02-11,3105
2013-02-14,2852
2013-02-18,4467
2013-02-21,4465
2013-02-25,8394
2013-02-28,7876
2013-03-04,2053
2013-03-07,2746
2013-03-11,4670
2013-03-14,1792
2013-03-18,5742
2013-03-21,7043
2013-03-25,2038
2013-03-28,6377
2013-04-01,3302
2013-04-04,7964
2013-04-08,8089
2013-04-11,1254
2013-04-15,3219
2013-04-18,9428
2013-04-22,4454
2013-04-25,7808
2013-04-29,3510
2013-05-02,2146
2013-05-06,2510
2013-05-09,1216
2013-05-13,6659
2013-05-16,4970
2013-05-20,3867
2013-05-23,3127
2013-05-27,3813
2013-05-30,0136
2013-06-03,4918
2013-06-06,8552
2013-06-10,5955
2013-06-13,2536
2013-06-17,6767
2013-06-20,0184
2013-06-24,9116
2013-06-27,2371
2013-07-01,0304
2013-07-04,9135
2013-07-08,5935
2013-07-11,2515
2013-07-15,5398
2013-07-18,5290
2013-07-22,8339
2013-07-25,8895
2013-07-29,0306
2013-08-01,5208
2013-08-05,2654
2013-08-08,8554
2013-08-12,4620
2013-08-15,4218
2013-08-19,7313
2013-08-22,8198
2013-08-26,7978
2013-08-29,1696
2013-09-02,1561
2013-09-05,1631
2013-09-09,9795
2013-09-12,8772
2013-09-16,9069
2013-09-19,7950
2013-09-23,2434
2013-09-26,4197
2013-09-30,0516
2013-10-03,5377
2013-10-07,8445
2013-10-10,4994
2013-10-14,0352
2013-10-17,1333
2013-10-21,5153
2013-10-24,2104
2013-10-28,8240
2013-10-31,2086
2013-11-04,9274
2013-11-07,5958
2013-11-11,2471
2013-11-14,7566
2013-11-18,0359
2013-11-21,2354
2013-11-25,1171
2013-11-28,7700
2013-12-02,0887
2013-12-05,1598
2013-12-09,0794
2013-12-12,6080
2013-12-16,5162
2013-12-19,9651
2013-12-23,1372
2013-12-26,2653
2013-12-30,4387
2014-01-02,9922
2014-01-06,9413
2014-01-09,4638
2014-01-13,3411
2014-01-16,7746
2014-01-20,1844
2014-01-23,2522
2014-01-27,6827
2014-01-30,1638
2014-02-03,7156
2014-02-06,3173
2014-02-10,7742
2014-02-13,6016
2014-02-17,5774
2014-02-20,4001
2014-02-24,7647
2014-02-27,1990
2014-03-03,1239
2014-03-06,0106
2014-03-10,5126
2014-03-13,4031
2014-03-17,9050
2014-03-20,3293
2014-03-24,0403
2014-03-27,5482
2014-03-31,3483
2014-04-03,9373
2014-04-07,1243
2014-04-10,4613
2014-04-14,7667
2014-04-17,9332
2014-04-21,4501
2014-04-24,8642
2014-04-28,5177
2014-05-01,2609
2014-05-05,1331
2014-05-08,1306
2014-05-12,3044
2014-05-15,9684
2014-05-19,2380
2014-05-22,5852
2014-05-26,0952
2014-05-29,5287
2014-06-02,9487
2014-06-05,4591
2014-06-09,0297
2014-06-12,9169
2014-06-16,4894
2014-06-19,5304
2014-06-23,1299
2014-06-26,1460
2014-06-30,4772
2014-07-03,5229
2014-07-07,9123
2014-07-10,2462
2014-07-14,6003
2014-07-17,8247
2014-07-21,1695
2014-07-24,8369
2014-07-28,5906
2014-07-31,7273
2014-08-04,8013
2014-08-07,9542
2014-08-11,8797
2014-08-14,8308
2014-08-18,7117
2014-08-21,8944
2014-08-25,9604
2014-08-28,5116
2014-09-01,1206
2014-09-04,1363
2014-09-08,3042
2014-09-11,8788
2014-09-15,0123
2014-09-18,5021
2014-09-22,2550
2014-09-25,9774
2014-09-29,1250
2014-10-02,4215
2014-10-06,7599
2014-10-09,9992
2014-10-13,9240
2014-10-16,9828
2014-10-20,7943
2014-10-23,2814
2014-10-27,2219
2014-10-30,6253
2014-11-03,6415
2014-11-06,2946
2014-11-10,7548
2014-11-13,4150
2014-11-17,2328
2014-11-20,1358
2014-11-24,1324
2014-11-27,1296
2014-12-01,9894
2014-12-04,9328
2014-12-08,3159
2014-12-11,6477
2014-12-15,6755
2014-12-18,1011
2014-12-22,6839
2014-12-25,7313
2014-12-29,3058
2015-01-01,9827
2015-01-05,5171
2015-01-08,0727
2015-01-12,7951
2015-01-15,1435
2015-01-19,0283
2015-01-22,9789
2015-01-26,9887
2015-01-29,9283
2015-02-02,4744
2015-02-05,0279
2015-02-09,7639
2015-02-12,7222
2015-02-16,9786
2015-02-19,2512
2015-02-23,9138
2015-02-26,5868
2015-03-02,8364
2015-03-05,6279
2015-03-09,9848
2015-03-12,8504
2015-03-16,5879
2015-03-19,6952
2015-03-23,2016
2015-03-26,6081
2015-03-30,8797
2015-04-02,2327
2015-04-06,5503
2015-04-09,3422
2015-04-13,3928
2015-04-16,0249
2015-04-20,5343
2015-04-23,4525
2015-04-27,8682
2015-04-30,5998
2015-05-04,1214
2015-05-07,4356
2015-05-11,8759
2015-05-14,1716
2015-05-18,6313
2015-05-21,1027
2015-05-25,6891
2015-05-28,5549
2015-06-01,2164
2015-06-04,9458
2015-06-08,3500
2015-06-11,2537
2015-06-15,3265
2015-06-18,7844
2015-06-22,0933
2015-06-25,0539
2015-06-29,3624
2015-07-02,5103
2015-07-06,4574
2015-07-09,9137
2015-07-13,6653
2015-07-16,7374
2015-07-20,7699
2015-07-23,9586
2015-07-27,1167
2015-07-30,8742
2015-08-03,8016
2015-08-06,5942
2015-08-10,4181
2015-08-13,2274
2015-08-17,8113
2015-08-20,2371
2015-08-24,0885
2015-08-27,7974
2015-08-31,6611
2015-09-03,6609
2015-09-07,5284
2015-09-10,2497
2015-09-14,5759
2015-09-17,9509
2015-09-21,5196
2015-09-24,5970
2015-09-28,7072
2015-10-01,7257
2015-10-05,0497
2015-10-08,2284
2015-10-12,1867
2015-10-15,9557
2015-10-19,3696
2015-10-22,4189
2015-10-26,5171
2015-10-29,5980
2015-11-02,2263
2015-11-05,6817
2015-11-09,3174
2015-11-12,5214
2015-11-16,5838
2015-11-19,7071
2015-11-23,9770
2015-11-26,5160
2015-11-30,1011
2015-12-03,7423
2015-12-07,8552
2015-12-10,9797
2015-12-14,1061
2015-12-17,7180
2015-12-21,1361
2015-12-24,1661
2015-12-28,3509
2015-12-31,8967
2016-01-04,7351
2016-01-07,0532
2016-01-11,8711
2016-01-14,7664
2016-01-18,7274
2016-01-21,8259
2016-01-25,3502
2016-01-28,3846
2016-02-01,1582
2016-02-04,3711
2016-02-08,3777
2016-02-11,7394
2016-02-15,8766
2016-02-18,6193
2016-02-22,4065
2016-02-25,0033
2016-02-29,9383
2016-03-03,6293
2016-03-07,9998
2016-03-10,2760
2016-03-14,1095
2016-03-17,1261
2016-03-21,4320
2016-03-24,7953
2016-03-28,1185
2016-03-31,2597
2016-04-04,6542
2016-04-07,1154
2016-04-11,4756
2016-04-14,6523
2016-04-18,2119
2016-04-21,1579
2016-04-25,7394
2016-04-28,0512
2016-05-02,5589
2016-05-05,4307
2016-05-09,8860
2016-05-12,0628
2016-05-16,1865
2016-05-19,6515
2016-05-23,8190
2016-05-26,8833
2016-05-30,1743
2016-06-02,4033
2016-06-06,3195
2016-06-09,2292
2016-06-13,7304
2016-06-16,4456
2016-06-20,3024
2016-06-23,7258
2016-06-27,7084
2016-06-30,9690
2016-07-04,3421
2016-07-07,5885
2016-07-11,3599
2016-07-14,7905
2016-07-18,6595
2016-07-21,5349
2016-07-25,3474
2016-07-28,8804
2016-08-01,7609
2016-08-04,4244
2016-08-08,6566
2016-08-11,2453
2016-08-15,4388
2016-08-18,6877
2016-08-22,8879
2016-08-25,9892
2016-08-29,8324
2016-09-01,0052
2016-09-05,1009
2016-09-08,0795
2016-09-12,8839
2016-09-15,5229
2016-09-19,7718
2016-09-22,4189
2016-09-26,9693
2016-09-29,3581
2016-10-03,5709
2016-10-06,3105
2016-10-10,2852
2016-10-13,4467
2016-10-17,4465
2016-10-20,8394
2016-10-24,7876
2016-10-27,2053
2016-10-31,2746
2016-11-03,4670
2016-11-07,1792
2016-11-10,5742
2016-11-14,7043
2016-11-17,2038
2016-11-21,6377
2016-11-24,3302
2016-11-28,7964
2016-12-01,8089
2016-12-05,1254
2016-12-08,3219
2016-12-12,9428
2016-12-15,4454
2016-12-19,7808
2016-12-22,3510
2016-12-26,2146
2016-12-29,2510
2017-01-02,1216
2017-01-05,6659
2017-01-09,4970
2017-01-12,3867
2017-01-16,3127
2017-01-19,3813
2017-01-23,0136
2017-01-26,4918
2017-01-30,8552
2017-02-02,5955
2017-02-06,2536
2017-02-09,6767
2017-02-13,0184
2017-02-16,9116
2017-02-20,2371
2017-02-23,0304
2017-02-27,9135
2017-03-02,5935
2017-03-06,2515
2017-03-09,5398
2017-03-13,5290
2017-03-16,8339
2017-03-20,8895
2017-03-23,0306
2017-03-27,5208
2017-03-30,2654
2017-04-03,8554
2017-04-06,4620
2017-04-10,4218
2017-04-13,7313
2017-04-17,8198
2017-04-20,7978
2017-04-24,1696
2017-04-27,1561
2017-05-01,1631
2017-05-04,9795
2017-05-08,8772
2017-05-11,9069
2017-05-15,7950
2017-05-18,2434
2017-05-22,4197
2017-05-25,0516
2017-05-29,5377
2017-06-01,8445
2017-06-05,4994
2017-06-08,0352
2017-06-12,1333
2017-06-15,5153
2017-06-19,2104
2017-06-22,8240
2017-06-26,2086
2017-06-29,9274
2017-07-03,5958
2017-07-06,2471
2017-07-10,7566
2017-07-13,0359
2017-07-17,2354
2017-07-20,1171
2017-07-24,7700
2017-07-27,0887
2017-07-31,1598
2017-08-03,0794
2017-08-07,6080
2017-08-10,5162
2017-08-14,9651
2017-08-17,1372
2017-08-21,2653
2017-08-24,4387
2017-08-28,9922
2017-08-31,9413
2017-09-04,4638
2017-09-07,3411
2017-09-11,7746
2017-09-14,1844
2017-09-18,2522
2017-09-21,6827
2017-09-25,1638
2017-09-28,7156
2017-10-02,3173
2017-10-05,7742
2017-10-09,6016
2017-10-12,5774
2017-10-16,4001
2017-10-19,7647
2017-10-23,1990
2017-10-26,1239
2017-10-30,0106
2017-11-02,5126
2017-11-06,4031
2017-11-09,9050
2017-11-13,3293
2017-11-16,0403
2017-11-20,5482
2017-11-23,3483
2017-11-27,9373
2017-11-30,1243
2017-12-04,4613
2017-12-07,7667
2017-12-11,9332
2017-12-14,4501
2017-12-18,8642
2017-12-21,5177
2017-12-25,2609
2017-12-28,1331
2018-01-01,1306
2018-01-04,3044
2018-01-08,9684
2018-01-11,2380
2018-01-15,5852
2018-01-18,0952
2018-01-22,5287
2018-01-25,9487
2018-01-29,4591
2018-02-01,0297
2018-02-05,9169
2018-02-08,4894
2018-02-12,5304
2018-02-15,1299
2018-02-19,1460
2018-02-22,4772
2018-02-26,5229
2018-03-01,9123
2018-03-05,2462
2018-03-08,6003
2018-03-12,8247
2018-03-15,1695
2018-03-19,8369
2018-03-22,5906
2018-03-26,7273
2018-03-29,8013
2018-04-02,9542
2018-04-05,8797
2018-04-09,8308
2018-04-12,7117
2018-04-16,8944
2018-04-19,9604
2018-04-23,5116
2018-04-26,1206
2018-04-30,1363
2018-05-03,3042
2018-05-07,8788
2018-05-10,0123
2018-05-14,5021
2018-05-17,2550
2018-05-21,9774
2018-05-24,1250
2018-05-28,4215
2018-05-31,7599
2018-06-04,9992
2018-06-07,9240
2018-06-11,9828
2018-06-14,7943
2018-06-18,2814
2018-06-21,2219
2018-06-25,6253
2018-06-28,6415
2018-07-02,2946
2018-07-05,7548
2018-07-09,4150
2018-07-12,2328
2018-07-16,1358
2018-07-19,1324
2018-07-23,1296
2018-07-26,9894
2018-07-30,9328
2018-08-02,3159
2018-08-06,6477
2018-08-09,6755
2018-08-13,1011
2018-08-16,6839
2018-08-20,7313
2018-08-23,3058
2018-08-27,9827
2018-08-30,5171
2018-09-03,0727
2018-09-06,7951
2018-09-10,1435
2018-09-13,0283
2018-09-17,9789
2018-09-20,9887
2018-09-24,9283
2018-09-27,4744
2018-10-01,0279
2018-10-04,7639
2018-10-08,7222
2018-10-11,9786
2018-10-15,2512
2018-10-18,9138
2018-10-22,5868
2018-10-25,8364
2018-10-29,6279
2018-11-01,9848
2018-11-05,8504
2018-11-08,5879
2018-11-12,6952
2018-11-15,2016
2018-11-19,6081
2018-11-22,8797
2018-11-26,2327
2018-11-29,5503
2018-12-03,3422
2018-12-06,3928
2018-12-10,0249
2018-12-13,5343
2018-12-17,4525
2018-12-20,8682
2018-12-24,5998
2018-12-27,1214
2018-12-31,4356
2019-01-03,8759
2019-01-07,1716
2019-01-10,6313
2019-01-14,1027
2019-01-17,6891
2019-01-21,5549
2019-01-24,2164
2019-01-28,9458
2019-01-31,3500
2019-02-04,2537
2019-02-07,3265
2019-02-11,7844
2019-02-14,0933
2019-02-18,0539
2019-02-21,3624
2019-02-25,5103
2019-02-28,4574
2019-03-04,9137
2019-03-07,6653
2019-03-11,7374
2019-03-14,7699
2019-03-18,9586
2019-03-21,1167
2019-03-25,8742
2019-03-28,8016
2019-04-01,5942
2019-04-04,4181
2019-04-08,2274
2019-04-11,8113
2019-04-15,2371
2019-04-18,0885
2019-04-22,7974
2019-04-25,6611
2019-04-29,6609
2019-05-02,5284
2019-05-06,2497
2019-05-09,5759
2019-05-13,2011
2019-05-16,9673
2019-05-20,1242
2019-05-23,3589
2019-05-27,5048
2019-05-30,9107
2019-06-03,1626
2019-06-06,3020
2019-06-10,7859
2019-06-13,6050
2019-06-17,5569
2019-06-20,4135
2019-06-24,7452
2019-06-27,9276
2019-07-01,5698
2019-07-04,4911
2019-07-08,3838
2019-07-11,2728
2019-07-15,1714
2019-07-18,6083
2019-07-22,9700
2019-07-25,9818
2019-07-29,1488
2019-08-01,2466
2019-08-05,6317
2019-08-08,2335
2019-08-12,2306
2019-08-15,6309
2019-08-19,3139
2019-08-22,6688
2019-08-26,2393
2019-08-29,6684
2019-09-02,3662
2019-09-05,9609
2019-09-09,4547
2019-09-12,2307
2019-09-16,9786
2019-09-19,4872
2019-09-23,0079
2019-09-26,3747
2019-09-30,0825
2019-10-03,5103
2019-10-07,5973
2019-10-10,3716
2019-10-14,4168
2019-10-17,4985
2019-10-21,0175
2019-10-24,1192
2019-10-28,9992
2019-10-31,0100
2019-11-04,8960
2019-11-07,5619
2019-11-11,9762
2019-11-14,1440
2019-11-18,5582
2019-11-21,3345
2019-11-25,5970
2019-11-28,4034
2019-12-02,0732
2019-12-05,6807
2019-12-09,6634
2019-12-12,5006
2019-12-16,9940
2019-12-19,9086
2019-12-23,6132
2019-12-26,9795
2019-12-30,4602
2020-01-02,9118
2020-01-06,2507
2020-01-09,1545
2020-01-13,9207
2020-01-16,9165
2020-01-20,3060
2020-01-23,7973
2020-01-27,4429
2020-01-30,9986
2020-02-03,5746
2020-02-06,3108
2020-02-10,0806
2020-02-13,2362
2020-02-17,4196
2020-02-20,9948
2020-02-24,3641
2020-02-27,9947
2020-03-02,1907
2020-03-05,2343
2020-03-09,8613
2020-03-12,0338
2020-03-16,6927
2020-03-19,5168
2020-03-23,6351
2020-03-26,8100
2020-03-30,8471
2020-04-02,7921
2020-04-06,5388
2020-04-09,8961
2020-04-13,0842
2020-04-16,0903
2020-04-20,9858
2020-04-23,2693
2020-04-27,1513
2020-04-30,7926
2020-05-04,6784
2020-05-07,2203
2020-05-11,5573
2020-05-14,0125
2020-05-18,7297
2020-05-21,6318
2020-05-25,4532
2020-05-28,5109
2020-06-01,1048
2020-06-04,4719
2020-06-08,6005
2020-06-11,5169
2020-06-15,5154
2020-06-18,4941
2020-06-22,5127
2020-06-25,9044
2020-06-29,6763
2020-07-02,6141
2020-07-06,8739
2020-07-09,2715
2020-07-13,6238
2020-07-16,5767
2020-07-20,3405
2020-07-23,5518
2020-07-27,4591
2020-07-30,8152
2020-08-03,3768
2020-08-06,3083
2020-08-10,9598
2020-08-13,8318
2020-08-17,7549
2020-08-20,4675
2020-08-24,3376
2020-08-27,3361
2020-08-31,1863
2020-09-03,3698
2020-09-07,0853
2020-09-10,8549
2020-09-14,4317
2020-09-17,2579
2020-09-21,3737
2020-09-24,7582
2020-09-28,3532
2020-10-01,1704
2020-10-05,4408
2020-10-08,0363
2020-10-12,4189
2020-10-15,5733
2020-10-19,1357
2020-10-22,3405
2020-10-26,9036
2020-10-29,9699
2020-11-02,3217
2020-11-05,4318
2020-11-09,5774
2020-11-12,5810
2020-11-16,2332
2020-11-19,4776
2020-11-23,8234
2020-11-26,3229
2020-11-30,8853
2020-12-03,5796
2020-12-07,7073
2020-12-10,9055
2020-12-14,0253
2020-12-17,5882
2020-12-21,3770
2020-12-24,0314
2020-12-28,4134
2020-12-31,1198
2021-01-04,3964
2021-01-07,6474
2021-01-11,3507
2021-01-14,4700
2021-01-18,5888
2021-01-21,6612
2021-01-25,1037
2021-01-28,1781
2021-02-01,5596
2021-02-04,0029
2021-02-08,5172
2021-02-11,8439
2021-02-15,1455
2021-02-18,0512
2021-02-22,4774
2021-02-25,4670
2021-03-01,3874
2021-03-04,2856
2021-03-08,0066
2021-03-11,5758
2021-03-15,4393
2021-03-18,7966
2021-03-22,2271
2021-03-25,3236
2021-03-29,5364
2021-04-01,6032
2021-04-05,6290
2021-04-08,7264
2021-04-12,0182
2021-04-15,7089
2021-04-19,6709
2021-04-22,9010
2021-04-26,3899
2021-04-29,1562
2021-05-03,5682
2021-05-06,8124
2021-05-10,0793
2021-05-13,9501
2021-05-17,7747
2021-05-20,0170
2021-05-24,1301
2021-05-27,6036
2021-05-31,3928
2021-06-03,8648
2021-06-07,7095
2021-06-10,4693
2021-06-14,9272
2021-06-17,7871
2021-06-21,8178
2021-06-24,9516
2021-06-28,3174
2021-07-01,4870
2021-07-05,4744
2021-07-08,4383
2021-07-12,2298
2021-07-15,4751
2021-07-19,1579
2021-07-22,7221
2021-07-26,8315
2021-07-29,9363
2021-08-02,9962
2021-08-05,6530
2021-08-09,7027
2021-08-12,5199
2021-08-16,9888
2021-08-19,2959
2021-08-23,3859
2021-08-26,2523
2021-08-30,7393
2021-09-02,0957
2021-09-06,6587
2021-09-09,9023
2021-09-13,1355
2021-09-16,5845
2021-09-20,6983
2021-09-23,6504
2021-09-27,1891
2021-09-30,2652
2021-10-04,2570
2021-10-07,5951
2021-10-11,3347
2021-10-14,1976
2021-10-18,7116
2021-10-21,5792
2021-10-25,2349
2021-10-28,7918
2021-11-01,7027
2021-11-04,0022
2021-11-08,8639
2021-11-11,9360
2021-11-15,8742
2021-11-18,9837
2021-11-22,9595
2021-11-25,7292
2021-11-29,9400
2021-12-02,4374
2021-12-06,9954
2021-12-09,7330
2021-12-13,7374
2021-12-16,3758
2021-12-20,1291
2021-12-23,6366
2021-12-27,2792
2021-12-30,9474
2022-01-03,2924
2022-01-06,9450
2022-01-10,8158
2022-01-13,4612
2022-01-17,9474
2022-01-20,5101
2022-01-24,8340
2022-01-27,8200
2022-01-31,6505
2022-02-03,9652
2022-02-07,8056
2022-02-10,7469
2022-02-14,2005
2022-02-17,3285
2022-02-21,1480
2022-02-24,6650
2022-02-28,9469
2022-03-03,7011
2022-03-07,6707
2022-03-10,3711
2022-03-14,5227
2022-03-17,7923
2022-03-21,2712
2022-03-24,7616
2022-03-28,9103
2022-03-31,4613
2022-04-04,3128
2022-04-07,7906
2022-04-11,0343
2022-04-14,9538
2022-04-18,3177
2022-04-21,5086
2022-04-25,2102
2022-04-28,7896
2022-05-02,7771
2022-05-05,8009
2022-05-09,7106
2022-05-12,6941
2022-05-16,2366
2022-05-19,1106
2022-05-23,6812
2022-05-26,1789
2022-05-30,2190
2022-06-02,5440
2022-06-06,7539
2022-06-09,9313
2022-06-13,7623
2022-06-16,3213
2022-06-20,3322
2022-06-23,9470
2022-06-27,1634
2022-06-30,2888
2022-07-04,2589
2022-07-07,7290
2022-07-11,9942
2022-07-14,5561
2022-07-18,6439
2022-07-21,6552
2022-07-25,5178
2022-07-28,7940
2022-08-01,2468
2022-08-04,2011
2022-08-08,2106
2022-08-11,8032
2022-08-15,1229
2022-08-18,6607
2022-08-22,3838
2022-08-25,8791
2022-08-29,7756
2022-09-01,6556
2022-09-05,2202
2022-09-08,9488
2022-09-12,6189
2022-09-15,2716
2022-09-19,9326
2022-09-22,0987
2022-09-26,3713
2022-09-29,0018
2022-10-03,6284
2022-10-06,9834
2022-10-10,8896
2022-10-13,2950
2022-10-17,4231
2022-10-20,8036
2022-10-24,8260
2022-10-27,1633
2022-10-31,1459
2022-11-03,5157
2022-11-07,7629
2022-11-10,1412
2022-11-14,7079
2022-11-17,6149
2022-11-21,0643
2022-11-24,9587
2022-11-28,3565
2022-12-01,2990
2022-12-05,3380
2022-12-08,7278
2022-12-12,9165
2022-12-15,9312
2022-12-19,8114
2022-12-22,4803
2022-12-26,1625
2022-12-29,3898
2023-01-02,8361
2023-01-05,2421
2023-01-09,6796
2023-01-12,4933
2023-01-16,5619
2023-01-19,4592
2023-01-23,1260
2023-01-26,5336
2023-01-30,8032
2023-02-02,7964
2023-02-06,5969
2023-02-09,7029
2023-02-13,5969
2023-02-16,6658
2023-02-20,0717
2023-02-23,4847
2023-02-27,8347
2023-03-02,6581
2023-03-06,5343
2023-03-09,0975
2023-03-13,8108
2023-03-16,4096
2023-03-20,3150
2023-03-23,7687
2023-03-27,1159
2023-03-30,0057
2023-04-03,5641
2023-04-06,8832
2023-04-10,2724
2023-04-13,1403
2023-04-17,8348
2023-04-20,5775
2023-04-24,1873
2023-04-27,9291
2023-05-01,5883
2023-05-04,6506
2023-05-08,9460
2023-05-11,7983
2023-05-15,9179
2023-05-18,1422
2023-05-22,1263
2023-05-25,2715
2023-05-29,3099
2023-06-01,8527
2023-06-05,2067
2023-06-08,2711
2023-06-12,0779
2023-06-15,2815
2023-06-19,3226
2023-06-22,7968
2023-06-26,2757
2023-06-29,1796
2023-07-03,4573
2023-07-06,4232
2023-07-10,8287
2023-07-13,6170
2023-07-17,2743
2023-07-20,6317
2023-07-24,3852
2023-07-27,1130
2023-07-31,2405
2023-08-03,2719
2023-08-07,3280
2023-08-10,2636
2023-08-14,3320
2023-08-17,0899
2023-08-21,9949
2023-08-24,9171
2023-08-28,0741
2023-08-31,0987
2023-09-04,6872
2023-09-07,3700
2023-09-11,1578
2023-09-14,2397
2023-09-18,4903
2023-09-21,6918
2023-09-25,3139
2023-09-28,6552
2023-10-02,2821
2023-10-05,6952
2023-10-09,4959
