1988-09-11,7773
1988-09-12,4707
1988-09-15,3361
1988-09-18,3328
1988-09-19,5293
1988-09-22,9652
1988-09-23,6029
1988-09-26,6468
1988-09-29,0196
1988-09-30,3739
1988-10-03,6109
1988-10-06,1241
1988-10-07,4366
1988-10-10,0511
1988-10-11,6279
1988-10-14,6534
1988-10-17,5140
1988-10-18,3240
1988-10-21,5376
1988-10-24,5561
1988-10-25,6289
1988-10-28,9953
1988-10-29,7665
1988-11-01,6798
1988-11-04,3057
1988-11-05,0312
1988-11-08,0706
1988-11-11,6969
1988-11-12,2908
1988-11-15,0100
1988-11-16,5559
1988-11-19,5261
1988-11-22,0244
1988-11-23,2036
1988-11-26,6275
1988-11-29,2885
1988-11-30,3056
1988-12-03,1608
1988-12-04,4490
1988-12-07,6491
1988-12-10,5612
1988-12-11,5422
1988-12-14,5857
1988-12-17,8102
1988-12-18,9191
1988-12-21,3232
1988-12-22,9617
1988-12-25,2715
1988-12-28,9853
1988-12-29,3051
1989-01-01,9643
1989-01-04,3760
1989-01-05,1585
1989-01-08,4838
1989-01-09,9904
1989-01-12,9658
1989-01-15,7475
1989-01-16,9849
1989-01-19,7161
1989-01-22,3234
1989-01-23,2141
1989-01-26,8697
1989-01-27,1686
1989-01-30,1002
1989-02-02,2807
1989-02-03,1397
1989-02-06,9337
1989-02-09,2599
1989-02-10,5072
1989-02-13,8353
1989-02-14,1113
1989-02-17,4132
1989-02-20,2417
1989-02-21,0021
1989-02-24,4979
1989-02-27,7329
1989-02-28,4070
1989-03-03,4860
1989-03-04,2555
1989-03-07,6375
1989-03-10,5618
1989-03-11,7053
1989-03-14,9451
1989-03-17,1209
1989-03-18,5609
1989-03-21,1947
1989-03-22,0004
1989-03-25,9584
1989-03-28,1511
1989-03-29,2875
1989-04-01,1526
1989-04-04,5640
1989-04-05,0335
1989-04-08,5028
1989-04-09,0912
1989-04-12,4325
1989-04-15,7250
1989-04-16,3318
1989-04-19,7589
1989-04-22,3498
1989-04-23,2235
1989-04-26,5369
1989-04-27,6142
1989-04-30,1703
1989-05-03,1873
1989-05-04,8008
1989-05-07,1156
1989-05-10,2317
1989-05-11,9906
1989-05-14,8023
1989-05-15,6594
1989-05-18,5826
1989-05-21,1566
1989-05-22,2391
1989-05-25,1518
1989-05-28,1833
1989-05-29,7018
1989-06-01,6067
1989-06-02,4687
1989-06-05,5423
1989-06-08,2514
1989-06-09,8037
1989-06-12,3685
1989-06-15,8372
1989-06-16,6426
1989-06-19,1599
1989-06-20,0522
1989-06-23,7042
1989-06-26,1988
1989-06-27,2497
1989-06-30,2002
1989-07-03,4514
1989-07-04,8716
1989-07-07,0084
